"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1920,Antwerp,Athletics,Athletics,"EKMAN, Hilding",SWE,Men,cross country team,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"MATTSSON, Gustaf",SWE,Men,cross country team,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"KOSKENNIEMI, Frederik Teudor",FIN,Men,cross country team,M,Gold,1
1920,Antwerp,Athletics,Athletics,"LIIMATAINEN, Heikki",FIN,Men,cross country team,M,Gold,1
1920,Antwerp,Athletics,Athletics,"NURMI, Paavo",FIN,Men,cross country team,M,Gold,1
1920,Antwerp,Athletics,Athletics,"HEGARTY, Frank",GBR,Men,cross country team,M,Silver,2
1920,Antwerp,Athletics,Athletics,"NICHOLS, Alfred Hubert",GBR,Men,cross country team,M,Silver,2
1920,Antwerp,Athletics,Athletics,"WILSON, James",GBR,Men,cross country team,M,Silver,2
1920,Antwerp,Athletics,Athletics,"OHLSON, Bertil",SWE,Men,decathlon,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"LÖVLAND, Helge Andreas",NOR,Men,decathlon,M,Gold,1
1920,Antwerp,Athletics,Athletics,"HAMILTON, Brutus Kerr",USA,Men,decathlon,M,Silver,2
1920,Antwerp,Athletics,Athletics,"POPE, Augustus",USA,Men,discus throw,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"NIKLANDER, Elmer Konstantin",FIN,Men,discus throw,M,Gold,1
1920,Antwerp,Athletics,Athletics,"TAIPALE, Armas Rudolf",FIN,Men,discus throw,M,Silver,2
1920,Antwerp,Rowing,Rowing,"GIRAN, Gaston",FRA,Men,double sculls (2x),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"PLE, Alfred",FRA,Men,double sculls (2x),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"COSTELLO, Paul Vincent",USA,Men,double sculls (2x),M,Gold,1
1920,Antwerp,Rowing,Rowing,"KELLY, John Brendan",USA,Men,double sculls (2x),M,Gold,1
1920,Antwerp,Rowing,Rowing,"ANNONI, Pietro",ITA,Men,double sculls (2x),M,Silver,2
1920,Antwerp,Rowing,Rowing,"DONES, Erminio",ITA,Men,double sculls (2x),M,Silver,2
1920,Antwerp,Tennis,Tennis,"ALBARRAN, Pierre",FRA,Men,doubles,M,Bronze,3
1920,Antwerp,Tennis,Tennis,"DECUGIS, Max",FRA,Men,doubles,M,Bronze,3
1920,Antwerp,Tennis,Tennis,"TURNBULL, Oswald Graham Noel",GBR,Men,doubles,M,Gold,1
1920,Antwerp,Tennis,Tennis,"WOOSNAM, Maxwell",GBR,Men,doubles,M,Gold,1
1920,Antwerp,Tennis,Tennis,"KASHIO, Seiichiro",JPN,Men,doubles,M,Silver,2
1920,Antwerp,Tennis,Tennis,"KUMAGAE, Ichiya",JPN,Men,doubles,M,Silver,2
1920,Antwerp,Tennis,Tennis,"D'AYEN, Elisabeth",FRA,Women,doubles,W,Bronze,3
1920,Antwerp,Tennis,Tennis,"LENGLEN, Suzanne",FRA,Women,doubles,W,Bronze,3
1920,Antwerp,Tennis,Tennis,"MCKANE, Kathleen",GBR,Women,doubles,W,Gold,1
1920,Antwerp,Tennis,Tennis,"MCNAIR, Winifred Margaret",GBR,Women,doubles,W,Gold,1
1920,Antwerp,Tennis,Tennis,"BEAMISH, Winifred Geraldine",GBR,Women,doubles,W,Silver,2
1920,Antwerp,Tennis,Tennis,"HOLMAN, Edith Dorothy",GBR,Women,doubles,W,Silver,2
1920,Antwerp,Rowing,Rowing,"ELLINGSEN, Haakon",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"HAGEN, Thoralf",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"MICHELSEN, Thore",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"MORTENSEN, Arne",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"NAG, Karl",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"NAG, Theodor",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"NILSEN, Adolf",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"OLSEN, Conrad",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"TOLLEFSEN, Tollef",NOR,Men,eight with coxswain (8+),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"GALLAGHER, Vincent Joseph",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"GRAVES, Edwin Darius",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"JACOMINI, Virgil Victor",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"JOHNSTON, Donald Hendric",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"JORDAN, William Conrad",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"KING, Clyde Whitlock",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"MOORE, Edward Peerman",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"SANDBORN, Allen Ream",USA,Men,eight with coxswain (8+),M,Gold,1
1920,Antwerp,Rowing,Rowing,"CAMPBELL, John Alan",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"EARL, Sebastian",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"HORSFALL, Ewart Douglas",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"JAMES, Walter",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"JOHNSTONE, Robin Talbot",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"LUCAS, Richard Saville",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"NICKALLS, Guy Oliver Jr.",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"SHOVE, Ralph Samuel",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Rowing,Rowing,"SWANN, Sidney Ernest",GBR,Men,eight with coxswain (8+),M,Silver,2
1920,Antwerp,Equestrian,Vaulting,"FINET, T.",BEL,Men,figure riding individual,X,Bronze,3
1920,Antwerp,Equestrian,Vaulting,"BOUCKAERT, T.",BEL,Men,figure riding individual,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,FIELD,FRA,Men,figure riding individual,X,Silver,2
1920,Antwerp,Equestrian,Vaulting,"GREEN, Carl",SWE,Men,figure riding team,X,Bronze,3
1920,Antwerp,Equestrian,Vaulting,"MÄRTENSSON, Anders",SWE,Men,figure riding team,X,Bronze,3
1920,Antwerp,Equestrian,Vaulting,"NILSSON, Oskar",SWE,Men,figure riding team,X,Bronze,3
1920,Antwerp,Equestrian,Vaulting,"BOUCKAERT, T.",BEL,Men,figure riding team,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,"FINET, T.",BEL,Men,figure riding team,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,VAN CAUWENBERG,BEL,Men,figure riding team,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,VAN RANST,BEL,Men,figure riding team,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,VAN SCHAUWBROECK,BEL,Men,figure riding team,X,Gold,1
1920,Antwerp,Equestrian,Vaulting,CAUCHY,FRA,Men,figure riding team,X,Silver,2
1920,Antwerp,Equestrian,Vaulting,FIELD,FRA,Men,figure riding team,X,Silver,2
1920,Antwerp,Equestrian,Vaulting,SALINS,FRA,Men,figure riding team,X,Silver,2
1920,Antwerp,Archery,Archery,"FLAMAND, Firmin",BEL,Men,fixed bird target large birds,M,Bronze,3
1920,Antwerp,Archery,Archery,"CLOETENS, Edmond",BEL,Men,fixed bird target large birds,M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE PERCK, Louis",BEL,Men,fixed bird target large birds,M,Silver,2
1920,Antwerp,Archery,Archery,"CLOETENS, Edmond",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"FLAMAND, Firmin",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"HERMANS, Joseph",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE PERCK, Louis",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE VERRE, Auguste",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"VAN MOER, Edmond",BEL,Men,fixed bird target large birds teams,M,Gold,1
1920,Antwerp,Archery,Archery,"CLOETENS, Edmond",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"FLAMAND, Firmin",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"HERMANS, Joseph",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE PERCK, Louis",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE VERRE, Auguste",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"VAN MOER, Edmond",BEL,Men,"fixed bird target small bird, teams",M,Gold,1
1920,Antwerp,Archery,Archery,"HERMANS, Joseph",BEL,Men,fixed bird target small birds,M,Bronze,3
1920,Antwerp,Archery,Archery,"VAN MOER, Edmond",BEL,Men,fixed bird target small birds,M,Gold,1
1920,Antwerp,Archery,Archery,"VAN DE PERCK, Louis",BEL,Men,fixed bird target small birds,M,Silver,2
1920,Antwerp,Fencing,Fencing,"DUCRET, Roger François",FRA,Men,foil individual,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"NADI, Nedo",ITA,Men,foil individual,M,Gold,1
1920,Antwerp,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,foil individual,M,Silver,2
1920,Antwerp,Fencing,Fencing,"BRECKINRIDGE, Henry Cabell",USA,Men,foil team,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"HONEYCUTT, Francis Webster",USA,Men,foil team,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"LYON, Arthur St Clair",USA,Men,foil team,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"RAYNER, Harold",USA,Men,foil team,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"SEARS, Robert",USA,Men,foil team,M,Bronze,3
1920,Antwerp,Fencing,Fencing,"ABELARDO, Olivier",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"BALDI, Baldo",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"CONSTANTINO, Tommaso",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"NADI, Aldo",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"NADI, Nedo",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"PULITI, Oreste",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"SPECIALE, Pietro",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"TERLIZZI, Rodolfo",ITA,Men,foil team,M,Gold,1
1920,Antwerp,Fencing,Fencing,"AMSON, Gaston",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"BONY DE CASTELLANE, Lionel",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"CATTIAU, Philippe",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"DUCRET, Roger François",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"GAUDIN, Lucien",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"LABATTUT, André",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"PERROT, Marcel",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Fencing,Fencing,"TROMBERT, Georges",FRA,Men,foil team,M,Silver,2
1920,Antwerp,Football,Football,"BIESHAAR, Adrianus Gerardus",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"BOSSCHART, Léonard François Gérard",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"BULDER, Evert Jan",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"BULDER, Jacob Eise",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"DE NATRIS, Johannes Daniel",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"DENIS, Henri Léonard Barthélémi",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"GROOSJOHAN, Bernardus",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"KUIPERS, Frederik Carel",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"MACNEILL, Richard",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"STEEMAN, Hermanus Hendricus",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"VAN DORT, Jan Leendert",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"VAN RAPPARD, Oscar Emile",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"VERWEIJ, Bernard Willem Jan",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"VON HEYDEN, Herman Carel Felix Clothilde",NED,Men,football,M,Bronze,3
1920,Antwerp,Football,Football,"BALYU, Félix",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"BASTIN, Désiré",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"BRAGARD, Mathieu",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"COPPEE, Robert",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"DE BIE, Jan",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"FIERENS, André",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"HANSE, Emile",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"HEBDIN, Georges",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"LARNOE, Henri",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"MUSCH, Joseph",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"NISOT, Fernand",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"SWARTENBROEKS, Armand",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"VAN HEGE, Louis",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"VERBEECK, Oscar",BEL,Men,football,M,Gold,1
1920,Antwerp,Football,Football,"ACEDO, Domingo",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"ARABOLAZA, Patricio",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"ARRATE, Mariano",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"ARTOLA, Juan",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"BELAUTEGUIGOITIA LANDALUCE, Jose",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"BILBAO, Sabino",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"EQUIAZABAL, Ramon",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"GIL, Ramon Moncho",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"IZAGUIRRE, Silverio",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"MORENO, Rafael",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"OTERO, Luis",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"PAGAZAURTUNDUO, Francisco",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"SAMITIER VILALTA, José",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"SANCHO, Agustin",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"SESUMAGA, Félix",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"VALLANA JEANGUENAT, Pedro",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"VAZQUEZ, Joaquin",ESP,Men,football,M,Silver,2
1920,Antwerp,Football,Football,"ZAMORA MARTINEZ, Ricardo",ESP,Men,football,M,Silver,2
1920,Antwerp,Rowing,Rowing,"GULBRANDSEN, Per",NOR,Men,four-oared shell with coxswain (4-),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"HAGEN, Thoralf",NOR,Men,four-oared shell with coxswain (4-),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"KLEM, Theodor",NOR,Men,four-oared shell with coxswain (4-),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"LARSEN, Henry",NOR,Men,four-oared shell with coxswain (4-),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"VAR, Birger",NOR,Men,four-oared shell with coxswain (4-),M,Bronze,3
1920,Antwerp,Rowing,Rowing,"BRÜDERLIN, Willy",SUI,Men,four-oared shell with coxswain (4-),M,Gold,1
1920,Antwerp,Rowing,Rowing,"RUDOLF, Max",SUI,Men,four-oared shell with coxswain (4-),M,Gold,1
1920,Antwerp,Rowing,Rowing,"RUDOLF, Paul",SUI,Men,four-oared shell with coxswain (4-),M,Gold,1
1920,Antwerp,Rowing,Rowing,"STAUB, Paul",SUI,Men,four-oared shell with coxswain (4-),M,Gold,1
1920,Antwerp,Rowing,Rowing,"WALTER, Hans",SUI,Men,four-oared shell with coxswain (4-),M,Gold,1
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",USA,Men,four-oared shell with coxswain (4-),M,Silver,2
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Erich",USA,Men,four-oared shell with coxswain (4-),M,Silver,2
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Franz",USA,Men,four-oared shell with coxswain (4-),M,Silver,2
1920,Antwerp,Rowing,Rowing,"KLOSE, Carl Otto",USA,Men,four-oared shell with coxswain (4-),M,Silver,2
1920,Antwerp,Rowing,Rowing,"MYERS, Kenneth",USA,Men,four-oared shell with coxswain (4-),M,Silver,2
1920,Antwerp,Shooting,Shooting,"KUCHEN, Fritz",SUI,Men,"free rifle, team",M,Bronze,3
1920,Antwerp,Shooting,Shooting,"REICH, Jacob",SUI,Men,"free rifle, team",M,Bronze,3
1920,Antwerp,Shooting,Shooting,"RÖSLI, Arnold",SUI,Men,"free rifle, team",M,Bronze,3
1920,Antwerp,Shooting,Shooting,"TRÖNDLE, Albert",SUI,Men,"free rifle, team",M,Bronze,3
1920,Antwerp,Shooting,Shooting,"WIDMER, Caspar",SUI,Men,"free rifle, team",M,Bronze,3
1920,Antwerp,Shooting,Shooting,"FENTON, Dennis",USA,Men,"free rifle, team",M,Gold,1
1920,Antwerp,Shooting,Shooting,"FISHER, Morris",USA,Men,"free rifle, team",M,Gold,1
1920,Antwerp,Shooting,Shooting,"LEE, Willis",USA,Men,"free rifle, team",M,Gold,1
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,"free rifle, team",M,Gold,1
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",USA,Men,"free rifle, team",M,Gold,1
1920,Antwerp,Shooting,Shooting,"LARSEN, Ludvig",NOR,Men,"free rifle, team",M,Silver,2
1920,Antwerp,Shooting,Shooting,"NATVIG, Harald",NOR,Men,"free rifle, team",M,Silver,2
1920,Antwerp,Shooting,Shooting,"OLSEN, Otto M.",NOR,Men,"free rifle, team",M,Silver,2
1920,Antwerp,Shooting,Shooting,"ÖSTENSEN, Östen",NOR,Men,"free rifle, team",M,Silver,2
1920,Antwerp,Shooting,Shooting,"SLETTEN, Olaf",NOR,Men,"free rifle, team",M,Silver,2
1920,Antwerp,Athletics,Athletics,"BENNET, Basil",USA,Men,hammer throw,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"RYAN, Patrick",USA,Men,hammer throw,M,Gold,1
1920,Antwerp,Athletics,Athletics,"LIND, Carl Johan",SWE,Men,hammer throw,M,Silver,2
1920,Antwerp,Athletics,Athletics,"EKELUND, Bo",SWE,Men,high jump,M,Bronze,3
1920,Antwerp,Athletics,Athletics,"LANDON, Richmond",USA,Men,high jump,M,Gold,1
1920,Antwerp,Athletics,Athletics,"MULLER, Harold",USA,Men,high jump,M,Silver,2
1920,Antwerp,Hockey,Hockey,"BECQUET, André",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"CHIBERT, Pierre",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"DAUFRESNE DE LA CHEVALERIE, Raoul",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"DE MONTIGNY, Fernand",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"DELELIENNE, Charles",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"DIERCXENS, Louis",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"GEVERS, Robert",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"GOEMAERE, Adolphe",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"GUIETTE, Charles",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"KEPPENS, Raymond",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"STRAUWEN, René",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"THINCHANT, Paul",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"VALCKE, Pierre",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"VAN DEN BEMDEN, Maurice",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"VAN NEROM, Jean",BEL,Men,hockey,M,Bronze,3
1920,Antwerp,Hockey,Hockey,"ATKIN, Charles Sydney",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"BENNETT, John Hadfield",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"CAMPBELL, Colin",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"CASSELS, Harold Kennedy",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"COOKE, Harold Douglas",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"CROCKFORD, Eric Bertram",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"CRUMMACK, Reginald William",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"HASLAM, Harry Eustace",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"LEIGHTON, Arthur Francis",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"MARCOM, Charles Shotto",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"MCBRYAN, John Crawford",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"MCGRATH, George",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"SHOVELLER, Stanley Howard",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"SMITH, William Faulder",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"WILKINSON, Cyril Theodore",GBR,Men,hockey,M,Gold,1
1920,Antwerp,Hockey,Hockey,"BJERRUM, Hans Adolf",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"BLACH, Ejvind",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"BLACH, Svend",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"DUE, Steen",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"EIGENBROD, Thorvald",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"FABER, Frans",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"HANSEN, Hans Jörgen",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"HERLAK, Hans Christian",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"HOLST, Henning",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"HUSTED, Erik",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"METZ, Paul",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Hockey,Hockey,"RASMUSSEN, Andreas",DEN,Men,hockey,M,Silver,2
1920,Antwerp,Ice Hockey,Ice Hockey,"DUSEK, Adolf",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"HARTMANN, Karel",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"LOOS, Vilém",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"PALOUS, Jan",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"PEKA, Jan",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"PESEK, Karel",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"SROUBEK, Josef",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"VINDYS, Otto",TCH,Men,ice hockey,M,Bronze,3
1920,Antwerp,Ice Hockey,Ice Hockey,"BENSON, Robert",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"BYRON, Wally",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"FREDERICKSON, Frank",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"FRIDFINNSON, Christian",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"GOODMAN, Michael",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"HALDERSON, Haldor",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"JOHANSSON, Konrad",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"WOODMAN, Allan",CAN,Men,ice hockey,M,Gold,1
1920,Antwerp,Ice Hockey,Ice Hockey,"BONNEY, Raymond Lenroy",USA,Men,ice hockey,M,Silver,2
1920,Antwerp,Ice Hockey,Ice Hockey,"CONROY, Anthony",USA,Men,ice hockey,M,Silver,2
