"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1956,Melbourne / Stockholm,Basketball,Basketball,"MUIZHNIEK, Valdis",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"OZEROV, Yuri",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"PETKYAVICHUS, Kasis",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"SEMYONOV, Mikhail",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"STONKUS, Stasis",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"STUDENETSKY, Mikhail",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"TORBAN, Vladimir",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"VALDMANIS, Maigonis",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Basketball,Basketball,"ZUBKOV, Viktor",URS,Men,basketball,M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"KLOIMSTEIN, Josef",AUT,Men,coxless pair (2-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"SAGEDER, Alfred",AUT,Men,coxless pair (2-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"FIFER, James Thomas",USA,Men,coxless pair (2-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"HECHT, Duvall Young",USA,Men,coxless pair (2-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"BULDAKOV, Igor",URS,Men,coxless pair (2-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"IVANOV, Viktor",URS,Men,coxless pair (2-),M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"KUZNETSOV, Vasili",URS,Men,decathlon,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CAMPBELL, Milton Gray",USA,Men,decathlon,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Rafer Lewis",USA,Men,decathlon,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"KOCH, Desmond Dalworth",USA,Men,discus throw,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"OERTER, Alfred",USA,Men,discus throw,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"GORDIEN, Fortune Edward",USA,Men,discus throw,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"ROMASHKOVA-PONOMAREVA, Nina",URS,Women,discus throw,W,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"FIKOTOVA-CONNOLLY, Olga",TCH,Women,discus throw,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"BEGLYAKOVA, Irina",URS,Women,discus throw,W,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"RILEY, Murray Stewart",AUS,Men,double sculls (2x),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"WOOD, Merwyn Thomas",AUS,Men,double sculls (2x),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"BERKUTOV, Aleksandr",URS,Men,double sculls (2x),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"TYUKALOV, Yuri",URS,Men,double sculls (2x),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"COSTELLO, Bernard Patrick Jr.",USA,Men,double sculls (2x),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"GARDINER, James Arthur",USA,Men,double sculls (2x),M,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"BACKUS, Ronald",GBR,Men,dragon,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"JANSON, Jonathan",GBR,Men,dragon,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"MANN, Graham Hargrave",GBR,Men,dragon,X,Bronze,3
1956,Melbourne / Stockholm,Sailing,Sailing,"BOHLIN, Folke",SWE,Men,dragon,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"PALMQUIST, Bengt",SWE,Men,dragon,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"WIKSTRÖM, Leif",SWE,Men,dragon,X,Gold,1
1956,Melbourne / Stockholm,Sailing,Sailing,"ANDRESEN, Cyril Romain",DEN,Men,dragon,X,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",DEN,Men,dragon,X,Silver,2
1956,Melbourne / Stockholm,Sailing,Sailing,"VON BÜLOW, Christian Robert",DEN,Men,dragon,X,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"AIKMAN, Michael Hirst",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"BENFIELD, Angus Fred",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"BOYKETT, David Herbert",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"DOYLE, Brian John",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"HEWITT, Harold Neil",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"HOWDEN, James Guthrie",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"HOWELL, Walter Neville",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"MANTON, Garth O.V.",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"MONGER, Adrian Calero",AUS,Men,eight with coxswain (8+),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"BECKLEAN, William Russell",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"BEER, Donald Andrew E.",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"CHARLTON, Thomas Jackson Jr.",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"COOKE, John Patrick",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"ESSELSTYN, Caldwell Blackman",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"GRIMES, Charles Livingston",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"MOREY, Robert Willis Jr.",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"WAILES, Richard Donald",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"WIGHT, David Henry",USA,Men,eight with coxswain (8+),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"HELLIWELL, David Leedom",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"KUEBER, Philip Thomas",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"MCCLURE, Richard Neil",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"MCDONALD, Douglas John",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"MCKERLICH, William Arthur M.",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"OGAWA, Carlton Susumi",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"PRETTY, Donald Wayne",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"WEST, Lawrence Kingsley",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"WILSON, Robert Andrew",CAN,Men,eight with coxswain (8+),M,Silver,2
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,floor exercises,M,Gold,1
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,floor exercises,M,Silver,2
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,floor exercises,M,Silver,2
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"THORESSON, William",SWE,Men,floor exercises,M,Silver,2
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LEUSTEANU-POPESCU-TEODORESCU, Elena",ROU,Women,floor exercises,W,Bronze,3
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,floor exercises,W,Gold,1
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,floor exercises,W,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,foil individual,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,foil individual,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,foil individual,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"GARILHE, Renee",FRA,Women,foil individual,W,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"SHEEN, Gillian Mary",GBR,Women,foil individual,W,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"ORBAN-SZABO, Olga",ROU,Women,foil individual,W,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"FÜLÖP, Mihaly",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"GYURICZA, Jozsef",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"MAROSI, Jozsef",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"SAKOVICS, Jozsef",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"SOMODI, Lajos",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"TILLI, Endre",HUN,Men,foil team,M,Bronze,3
1956,Melbourne / Stockholm,Fencing,Fencing,"BERGAMINI, Giancarlo",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"CARPANEDA, Luigi Arturo",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"DI ROSA, Manlio",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"LUCARELLI, Vittorio",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"SPALLINO, Antonio",ITA,Men,foil team,M,Gold,1
1956,Melbourne / Stockholm,Fencing,Fencing,"BAUDOUX, Bernard",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"CLOSSET, Roger",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"COICAUD, Rene",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"D'ORIOLA, Christian",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"LATASTE, Jacques",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Fencing,Fencing,"NETTER, Claude",FRA,Men,foil team,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"DIEV, Todor Nedyalkov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"KOLEV, Ivan Petkov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"KOVATCHEV, Nikolai Dimitrov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"MANOLOV, Manol Tomov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"NAYDENOV, Georghi Spirov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"NIKOLOV, Guergui Dimitrov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"NIKOLOV, Miltcho Goranov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"PANAYOTOV, Panayot Mitov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"RAKAROV, Kirill Manolov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"STEFANOV, Stefan Bojilov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"STOYANOV, Dimitre Milanov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"STOYANOV, Gavril Todorov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"YANEV, Kroum Ivanov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"YORDANOV, Yordan Yossifov",BUL,Men,football,M,Bronze,3
1956,Melbourne / Stockholm,Football,Football,"BASHASHKIN, Anatoli",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"BETSA, Iosif",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"ILYIN, Anatoli",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"ISAEV, Anatoli",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"IVANOV, Valentin",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"KUZNETSOV, Boris",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"MASLENKIN, Anatoli",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"NETTO, Igor",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"OGONKOV, Mikhail",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"PARAMONOV, Aleksei",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"RAZINSKY, Boris",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"RYZHKIN, Vladimir",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"SALNIKOV, Sergei",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"SIMONYAN, Nikita",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"STRELTSOV, Eduard",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"TATUSHIN, Boris",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"TISHCHENKO, Nikolai",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"YASHIN, Lev",URS,Men,football,M,Gold,1
1956,Melbourne / Stockholm,Football,Football,"ANTIC, Sava",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"BIOGRADLIC, Ibrahim",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"KOSCAK, Mladen",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"KRSTIC, Dobroslav",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"LIPOSINOVIC, Luka",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"MUJIC, Muhamed",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"PAPEC, Zlatko",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"RADENKOVIC, Petar",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"RADOVIC, Nikola",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"SANTEK, Ivan",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"SEKULARAC, Dragoslav",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"SPAJIC, Ljubisa",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"VESELINOVIC, Todor",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Football,Football,"VIDINIC, Blagoje",YUG,Men,football,M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"DELACOUR, Yves",FRA,Men,four without coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"GUILLABERT, Guy",FRA,Men,four without coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"GUISSART, Rene Jacques",FRA,Men,four without coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"MERCIER, Gaston Antoine",FRA,Men,four without coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"ARNOLD, Donald John",CAN,Men,four without coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"D'HONDT, Ignace Walter",CAN,Men,four without coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"LOOMER, Lorne Kenneth",CAN,Men,four without coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINNON, Archibald",CAN,Men,four without coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"MCINTOSH, James Stewart",USA,Men,four without coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, Arthur Frank",USA,Men,four without coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"MCKINLEY, John Dickinson",USA,Men,four without coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"WELCHLI, John Richard",USA,Men,four without coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"HÄNNINEN, Kauko Antero",FIN,Men,four-oared shell with coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"LEHTELÄ, Veli Veikko",FIN,Men,four-oared shell with coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"NIEMI, Matti Juhani",FIN,Men,four-oared shell with coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"PITKÄNEN, Toimi Johannes",FIN,Men,four-oared shell with coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"POUTANEN, Reino Richard",FIN,Men,four-oared shell with coxswain (4-),M,Bronze,3
1956,Melbourne / Stockholm,Rowing,Rowing,"SGHEIZ, Romano",ITA,Men,four-oared shell with coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"STEFANONI, Ivo",ITA,Men,four-oared shell with coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"TRINCAVELLI, Franco",ITA,Men,four-oared shell with coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"VANZIN, Angelo",ITA,Men,four-oared shell with coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"WINKLER, Alberto",ITA,Men,four-oared shell with coxswain (4-),M,Gold,1
1956,Melbourne / Stockholm,Rowing,Rowing,"ARONSSON, Ivar",SWE,Men,four-oared shell with coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"ERIKSSON, Gösta",SWE,Men,four-oared shell with coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"GÖRANSSON, Bertil",SWE,Men,four-oared shell with coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"GUNNARSSON, Evert",SWE,Men,four-oared shell with coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Rowing,Rowing,"LARSSON, Olle",SWE,Men,four-oared shell with coxswain (4-),M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"SAMOTSVETOV, Anatoli",URS,Men,hammer throw,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"CONNOLLY, Harold Vincent",USA,Men,hammer throw,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"KRIVONOSOV, Mikhail",URS,Men,hammer throw,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"KASHKAROV, Igor",URS,Men,high jump,M,Bronze,3
1956,Melbourne / Stockholm,Athletics,Athletics,"DUMAS, Charles Everett",USA,Men,high jump,M,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"PORTER, Charles Michael",AUS,Men,high jump,M,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"MCDANIEL, Mildred Louise",USA,Women,high jump,W,Gold,1
1956,Melbourne / Stockholm,Athletics,Athletics,"HOPKINS, Thelma Elizabeth",GBR,Women,high jump,W,Silver,2
1956,Melbourne / Stockholm,Athletics,Athletics,"PISSAREVA, Mariya",URS,Women,high jump,W,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"BRENNECKE, Gunter",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"BUDINGER, Hugo",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"DELMES, Werner",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"DOLLHEISER, Hugo",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"FERSTL, Eberhard",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"LÜCKER, Alfred",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"NONN, Helmut",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"NONN, Wolfgang",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"RADZIKOWSKI, Heinz",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"ROSENBAUM, Werner",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"ULLERICH, Gunther",EUA,Men,hockey,M,Bronze,3
1956,Melbourne / Stockholm,Hockey,Hockey,"CLAUDIUS, Leslie Walter",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"FRANCIS, Ranganandhan",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"KAUSHIK, Hari Pal",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"KUMAR, Amir Chand",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"LAL SHARMA, Raghbir",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"LAXMAN, Shankar",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"PERUMAL, Govind",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH BAKSHI, Amit",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH BHOLA, Raghbir",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH DOSANJH, Balbir",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH GARCHEY, Hardyal",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH GENTLE, Randhir",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH GREWAL, Balkishan",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH KULLAR, Gurdev",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH KULLAR, Udham",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"SINGH, Bakshish",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"STEPHEN, Charles",IND,Men,hockey,M,Gold,1
1956,Melbourne / Stockholm,Hockey,Hockey,"ABDUL, Hamid",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"AHKTAR, Hussain",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"DAR, Munir Ahmad",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"GHULAM, Rasul",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"HABIB, Ur Rehman",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"KHAN, Anwar Ahmad",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"KIDDI, Habib Ali",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"LATIF, Ur Rehman",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"MANZOOR, Hussain Atif",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"MUSSARAT, Hussain",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"MUTTI, Ullah",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"NASIR, Ahmad",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"NOOR, Alam",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Hockey,Hockey,"ZAKIR, Hussain",PAK,Men,hockey,M,Silver,2
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,horizontal bar,M,Bronze,3
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,horizontal bar,M,Gold,1
1956,Melbourne / Stockholm,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,horizontal bar,M,Silver,2
1956,Melbourne / Stockholm,Equestrian,Dressage,"SAINT CYR, Henri",SWE,Men,individual,X,Gold,1
1956,Melbourne / Stockholm,Equestrian,Dressage,"LINSENHOFF, Liselott",EUA,Women,individual,X,Bronze,3
1956,Melbourne / Stockholm,Equestrian,Dressage,"HARTEL, Lis",DEN,Women,individual,X,Silver,2
1956,Melbourne / Stockholm,Equestrian,Dressage,JUBILEE,DEN,Women,individual,X,Silver,2
1956,Melbourne / Stockholm,Equestrian,Eventing,"WELDON, Francis William Charles",GBR,Men,individual,X,Bronze,3
1956,Melbourne / Stockholm,Equestrian,Eventing,"KASTENMAN, Petrus",SWE,Men,individual,X,Gold,1
